requirement_id,document,spec_id,module_title,work_package,code_location,requirement_name,required_behavior,acceptance_intent,source_section,provisional_risk_class,authoritative_store,source_file
CTR-FR-017,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Enums,Unknown/future enum behavior planned; breaking enum changes versioned.,Compatibility.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-018,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,PII/secrets,Contracts minimize sensitive fields; credentials never returned/logged.,Security.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-019,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Evidence refs,"Large evidence transmitted by controlled reference/hash, not embedded base64 by default.",Scale.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-020,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Compatibility,Additive compatible changes preferred; breaking changes require new major/version route/event schema.,Consumer safety.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-021,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Deprecation,"Deprecated contract has announcement, telemetry, replacement, end date and customer impact plan.",Lifecycle.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-022,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Consumer inventory,Known internal/external consumers registered before breaking change.,Risk control.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-023,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Consumer contract tests,Critical consumers/providers have automated compatibility tests.,Assurance.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-024,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Generated clients,Generated clients originate from approved contract version and are not hand-forked.,Consistency.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-025,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Webhook contracts,Auth/signature/replay window/idempotency/retries/ack semantics explicit.,Integration security.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-026,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Async delivery,Event consumers assume at-least-once/duplicates and define ordering/replay handling.,Correctness.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-027,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Event envelope,Event ID/type/schema/aggregate/version/tenant/site/correlation/causation/timestamps mandatory.,Stable messaging.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-028,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,No hidden side effects,API operation documents domain mutation/events/external downstream effects.,Reviewability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-029,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Timeout/retry guidance,Client contract documents safe retry behavior; non-idempotent ambiguity handled via status/reconciliation endpoint.,Reliability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-030,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Long operations,Use asynchronous job/workflow resource rather than holding request indefinitely.,Scale.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-031,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Contract ownership,Each API/event has owning service/team and change approver.,Governance.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-032,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Requirement trace,Operation/event schema maps source requirement IDs.,Validation.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-033,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Security scopes,Auth mechanism and required policy/action scopes documented in contract metadata.,Security.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-034,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Rate/resource limits,Contract documents quotas/size limits where consumer behavior depends on them.,Operability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-035,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Examples,Examples must conform to schema and use synthetic data; CI validates examples.,Documentation quality.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-036,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,No undocumented endpoint,Production endpoints/events must appear in inventory/contract unless explicitly internal runtime health mechanism.,Attack surface.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
TEST-FR-001,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Test pyramid/portfolio,Use multiple test layers selected by risk; no single coverage metric substitutes for assurance.,Balanced quality.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-002,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Unit tests,"Deterministic domain functions, parsers, calculations and state/rule helpers receive fast isolated tests.",Fast feedback.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-003,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Property tests,"Calculations, conversions, parsers, idempotency and invariants use property/fuzz testing where valuable.",Edge-case confidence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-004,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Rule vectors,Regulated rules/calculations maintain approved table-driven golden vectors including boundary/rounding/UOM cases.,Accuracy.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-005,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Repository tests,Repository persistence tests verify constraints/versioning/transaction behavior against real database where needed.,Data correctness.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-006,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,API tests,"Each operation tests schema, auth, business success, validation errors, expected-version and idempotency.",Contract correctness.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-007,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Contract tests,Provider/consumer compatibility tests for internal/external APIs/events.,Integration stability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-008,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Event tests,"Outbox/event envelope, duplicate, replay, ordering and poison-event behavior verified.",Async correctness.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-009,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Integration tests,"Real/test-container dependencies used for PostgreSQL, NATS, object storage, Temporal and adapters where fake would miss behavior.",System confidence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-010,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Workflow replay tests,Temporal workflows tested with deterministic replay/version fixtures and time-skipping.,Upgrade safety.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-011,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Frappe tests,"Projection read-only, permissions, server controller routing and UI action/API mapping tested.",Framework boundary.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-012,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,UI component tests,"High-risk UI controls verify state, required fields, read-only/source version and safe error display.",UX correctness.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-013,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,End-to-end tests,Critical eBMR/QMS/material/QC/release flows tested across real service boundaries in controlled environment.,Business confidence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-014,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Authorization tests,"Positive/negative roles, tenant/site scope, SoD and qualification checks automated.",Security/GxP.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-015,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Signature tests,"Fresh challenge, incorrect auth, expired nonce, stale record, meaning, manifestation/linking tested.",Part 11.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-016,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Audit/Vault tests,"Old/new values, append-only, hash chain, canonicalization, corrections and archive retrieval tested.",Data integrity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-017,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Concurrency tests,"Race, stale version, duplicate request, lock/deadlock/retry conditions tested for contested aggregates.",No lost updates.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
TEST-FR-018,102,SPEC-ENG-006,Testing Strategy,WP-00,tooling,Failure injection,DB/NATS/Temporal/object/ERP/LIMS/Edge outages and timeout ambiguity tested.,Resilience.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_102_Testing_Strategy_v1_0_IMPLEMENTATION_READY.md
